latitude,longitude,landcover_type,elevation
9.12746,25.40273,50,377.85541199937245
9.97189,20.03561,10,108.459656338249
9.42699,23.55008,60,298.9503153585465
9.42598,23.53512,20,820.418043191594
9.42364,23.54952,60,411.64123174021717
9.97131,20.03671,20,111.19147169208317
9.42325,23.5425,50,974.4477396481414
9.7154,21.60671,60,260.4003842190491
9.97017,19.8547,40,265.48822959523085
8.74747,27.17911,40,421.4256674606081
9.34689,23.50406,20,112.5961475403792
9.34414,23.49986,60,421.9604502132366
10.25314,16.95204,20,896.639852320121
10.27958,16.73111,60,360.5678986882727
10.92941,11.4733,40,633.8046713873067
9.25013,23.45181,50,398.07871042309426
9.24679,23.45125,50,583.0034223753382
9.24344,23.45072,20,126.82420361901332
9.23281,23.45268,40,388.6420290421755
8.8838,25.49431,40,419.66401644729297
8.88308,25.49854,20,910.4089669691416
8.65793,26.809,60,437.46982984960385
8.88336,25.49604,30,939.775374984932
9.21159,23.44597,60,290.08516852601133
9.20767,23.44899,30,522.7712956726261
9.42991,22.04738,50,702.6945239602625
9.2071,23.45254,10,394.4012571208984
8.65811,26.81253,60,254.9663773657042
10.92999,11.47239,60,840.6042408709598
9.42604,22.05035,50,150.30473383462618
9.20376,23.45199,10,626.4463514255355
9.20041,23.45145,50,330.1445836041919
9.22096,23.3016,30,358.23497897386807
9.19542,23.43968,60,556.4461453931876
9.19714,23.42899,50,457.9840309118352
9.20238,23.37482,10,517.1912959797969
9.20181,23.37841,40,552.7759227134757
9.19207,23.43914,50,110.48289126211414
9.21429,23.3005,50,121.92689351345318
9.1915,23.44271,50,711.3318079776269
9.18872,23.4386,10,107.18820235195972
9.19101,23.42434,60,757.424038453602
9.18815,23.44217,30,345.46418374805273
9.18538,23.43806,60,965.939032508786
9.18203,23.43751,30,774.2869358577655
9.1826,23.43395,60,684.0464151936246
9.17868,23.43697,10,818.2884091989381
9.17533,23.43642,30,264.59859083487174
9.17313,23.42876,40,540.1091862018284
9.17198,23.43588,60,951.7837447062784
7.55195,32.80873,20,336.20158308649275
9.16978,23.42821,50,451.5867859714365
9.16921,23.43177,10,328.64804853763684
9.16864,23.43534,20,990.8846846397519
7.5452,32.81198,40,134.16136457891574
9.59423,20.69905,50,349.106279573376
9.59367,20.70274,60,743.1511214412441
9.16586,23.43122,40,418.25729601519157
7.55907,32.60538,30,899.5754716101353
9.15694,23.29489,50,407.8274517609385
9.12126,23.51575,40,990.3079942163295
9.1536,23.29434,60,307.9882489363855
9.11849,23.51159,60,565.8225692931778
9.11791,23.51519,40,283.8257640087745
10.19557,16.17274,60,204.67996068755122
9.14026,23.29209,20,512.4464623371264
8.82031,25.19474,30,289.76388680897855
10.19605,16.17359,60,761.678848835473
10.19164,16.17297,30,819.6607348274898
9.47679,20.93922,60,447.6258956096826
9.47624,20.94285,30,289.12282613988026
9.47398,20.93507,60,312.34511166814184
9.47342,20.9387,30,966.3786352313041
9.47286,20.94233,10,434.46312109694554
9.4723,20.94596,10,720.9729365101965
9.4706,20.93454,60,879.5327609772801
8.92269,24.34717,20,638.1351486309125
8.91925,24.34659,10,628.4415458925823
8.78436,25.16782,30,645.7587222016497
8.25711,28.2592,30,884.1068081485389
9.09562,23.12828,50,101.64926378526914
8.99704,23.73958,30,119.97495324965797
9.09059,23.13833,10,798.5209778509977
9.08775,23.15606,50,757.4410815493626
8.99484,23.73176,20,786.2449535598932
8.99425,23.7354,10,458.66380323674406
8.99366,23.73903,20,560.457542454661
8.99308,23.74266,20,991.1923502779591
9.09175,23.10976,50,271.3400032381649
9.08383,23.15911,50,382.1893961438526
8.99265,23.72394,30,858.9366577997265
8.99206,23.72757,40,966.5140462421625
8.31106,27.77153,40,942.182455933113
9.0805,23.15861,60,405.01556553185986
8.99224,23.70516,30,319.4822101497351
8.99105,23.71244,40,289.5641580468222
8.3998,27.2357,30,391.15821217933166
8.98946,23.70097,20,449.7210094032328
8.98886,23.70461,50,568.3308740319208
8.97762,23.77374,50,989.2248125707439
9.07268,23.16465,50,440.5056356755598
8.99507,23.62387,20,610.2083180847728
9.14007,22.70064,40,245.58033550052434
9.13896,22.70762,10,135.1735787658166
8.99347,23.61242,40,366.7721001915223
8.9917,23.62329,10,930.5727960542173
8.99111,23.62692,30,276.5701521206955
8.9907,23.60825,10,236.1141013433758
8.99011,23.61184,30,707.2887068398261
8.97477,23.70609,20,290.8404169559574
8.98642,23.54155,30,714.4660410123266
9.04331,23.16385,60,812.3908030082224
8.98363,23.53743,40,626.5051596040179
8.58437,25.90467,20,994.4071833336887
8.58065,25.90406,60,577.2226686985534
8.62919,25.58737,50,246.0558284223726
8.62625,25.58247,40,998.1251515735923
8.62554,25.58675,30,640.7528868649327
8.58489,25.74092,60,395.82311611337525
9.45462,20.19401,60,273.13599427446184
8.99106,23.16973,60,377.64198346905346
8.98829,23.16563,30,619.8732134118004
8.98772,23.16917,30,453.18392091563896
8.97836,23.14227,20,880.1148797407311
8.77327,24.40431,10,413.84134102106196
8.97503,23.14172,20,728.7452635786659
8.32952,26.993,30,178.30436083543802
8.95985,23.1936,10,192.3850174028483
8.95928,23.19713,50,140.36177817889325
8.76163,24.4103,40,581.0744922246084
8.95309,23.2143,10,481.91021701169507
8.94976,23.21375,40,248.4147150344807
9.14491,21.89806,50,272.5150883885674
9.14437,21.90155,40,295.38306646934586
8.85502,23.71308,50,404.5473901028045
8.8538,23.71327,40,476.5761738576245
8.85043,23.71271,20,262.45176576272775
8.84705,23.71214,20,352.18007961096725
8.84763,23.70853,60,337.7114819567316
8.73872,24.34118,30,883.2885401294905
8.73811,24.345,10,478.96346020788246
8.96002,22.89782,30,784.8115544134405
8.32132,26.81021,40,603.9983036048379
8.95782,22.89019,60,647.0216263822557
8.95726,22.89372,30,906.6016412603493
8.95669,22.89727,50,377.17384336934043
9.17498,21.46781,10,508.99110842754345
8.93269,23.00515,50,135.24652333173333
8.90908,23.15297,30,141.1352097657034
8.94504,22.90628,60,303.9146510118157
8.94448,22.9098,60,398.02164499562736
8.92936,23.0046,40,168.02098925294973
8.90461,23.15951,20,518.124622878518
8.71585,24.32947,50,405.62792772071845
8.68471,24.52055,50,454.99541056668824
8.90077,23.14075,50,130.24329931404702
8.89908,23.15135,10,800.9036948034561
8.89851,23.15488,10,945.1126805508688
8.69463,24.41611,30,500.25345722493887
8.69402,24.4199,60,760.3973066923936
10.41992,12.56847,40,329.1923845914706
9.45615,19.53506,20,911.1920695909333
8.89574,23.15081,50,777.5812768620742
8.69118,24.41553,50,101.95791649142699
8.68933,24.42686,60,651.3671110842546
10.41426,12.56773,20,538.2521760736028
8.81161,23.60978,10,757.5531022115686
8.81103,23.61338,30,301.03708315354464
8.81045,23.61699,50,444.6342402407304
9.19723,21.14733,30,731.2149109100576
8.80824,23.60922,50,705.9797081446366
8.80429,23.61227,60,738.2742151668383
9.39839,19.75206,50,568.7982712568257
9.16346,21.27724,50,891.3021238359261
9.16291,21.2808,30,174.41692891387135
8.74384,23.92039,30,395.58720619599166
9.16012,21.27672,40,878.9236010033181
9.38665,19.75838,50,608.0027897035604
8.73184,23.92973,40,638.8734295370326
8.95415,22.52807,60,555.4377602405705
8.92644,22.7024,30,604.164797653583
8.72844,23.92916,10,922.2883308870975
8.72345,23.91699,30,241.64200380063568
8.72285,23.92068,10,110.74835430027568
8.5508,24.96044,60,274.30001083349237
8.72006,23.91643,40,942.1334661022406
8.71945,23.92012,10,636.2095474112672
8.91096,22.69276,40,500.41257810102275
8.40628,25.81003,20,660.183533587514
8.43802,25.52389,50,484.67492166857744
9.12643,21.19519,30,563.4890474868404
9.12587,21.19876,20,998.8022411345088
8.69633,23.89053,30,166.22144496611332
8.94077,22.33702,20,622.0654705820747
8.69294,23.88998,50,952.2703955054657
8.47906,25.20549,60,841.1064183521536
8.93746,22.33649,20,435.5122501409926
8.47614,25.20081,20,476.1568297281488
8.47547,25.20487,30,726.5241817125916
8.47188,25.20426,60,921.623231588422
8.74481,23.5031,20,717.9885395602945
8.00825,27.95039,40,850.743458882521
9.28596,20.02039,60,149.07179064171055
9.66824,17.40632,50,193.64080427913643
8.73751,23.50558,10,800.8466129058005
10.30539,12.68099,20,522.0865903453532
9.66421,17.40572,60,103.87581148232044
8.73358,23.50861,20,231.1519829839784
9.65967,17.40868,40,742.1886456829903
8.73022,23.50805,60,943.9591280487093
8.72964,23.51163,50,849.5857091019571
8.92304,22.25577,30,442.33795043262194
9.45416,18.77176,10,374.743906824329
9.45352,18.77615,50,190.28349130536964
9.44981,18.7756,10,516.9966842398862
8.82187,22.87219,10,295.95129085924043
8.81799,22.87516,20,367.2172496496672
8.62667,24.06145,20,753.7859291595113
9.72729,16.78154,10,772.973235534388
9.44498,18.75698,30,284.48773233123586
8.89994,22.33763,60,185.24525481455174
8.35647,25.67488,40,291.87265428835383
8.80519,22.9126,40,887.1195782046061
9.72308,16.78093,40,632.9054392207374
8.89663,22.3371,20,703.1729694489862
8.80464,22.9161,10,786.7707339259905
8.89332,22.33657,60,997.3914199696358
8.80187,22.91206,20,831.1634822845326
8.68697,23.60466,30,233.34486963481433
10.214,12.95673,20,231.07019921161574
10.21577,12.94253,60,470.35570365730274
8.5419,24.47083,30,779.826397784597
10.21019,12.94234,50,849.4241724781666
10.21078,12.93756,10,100.1224157334152
10.20957,12.94735,20,256.3698251177615
10.20897,12.95222,50,844.2373010490492
10.20842,12.95663,10,998.6331212962162
10.20512,12.93809,30,437.23436185296174
10.20446,12.94351,40,253.97489902003733
8.66808,23.57192,10,366.5375006327424
8.23615,26.13591,20,474.0284703236579
8.23395,26.12599,50,364.5869912382468
8.23631,26.13766,40,698.7898158080478
8.60605,23.84174,60,876.509227678649
8.60546,23.84541,20,201.71247333592703
10.21525,12.94535,60,475.19260889390415
10.21395,12.95508,60,932.5981897954156
10.21339,12.95931,50,918.5806605890652
10.21029,12.94048,50,256.5638159415965
10.20963,12.94548,20,933.611869905492
10.20836,12.95502,60,328.8685718018692
10.20457,12.94135,30,529.4940911070028
8.96926,21.48585,60,745.5797873788476
7.90561,28.02039,60,996.0176635933412
8.46895,24.60243,30,424.9752499256907
8.21671,26.09159,40,993.894833169685
8.94648,21.47867,40,598.1883862421671
8.49888,24.28723,60,377.0599917170328
9.08356,20.5684,40,886.8878048663975
8.9437,21.47462,60,906.3834328086591
8.94315,21.47814,20,289.8611381105816
8.68171,23.11243,20,683.6519965660416
8.56828,23.81672,50,178.07298817820293
9.0208,20.93218,50,385.3097783028924
8.67667,23.12251,50,881.9394440670839
8.56549,23.81249,10,537.0620094710233
8.5643,23.81984,20,986.2434105809003
8.56209,23.81193,10,375.69774860814465
8.5609,23.81929,60,362.25134261179744
8.56031,23.82296,50,267.31602975452284
8.30953,25.3501,10,634.8748105004531
8.55751,23.81874,60,137.1995374271561
8.30592,25.34947,30,812.1348668584587
9.01069,20.9306,10,328.4094433845545
9.01013,20.93421,50,386.67231597271973
9.00958,20.93782,30,400.64774520588986
9.00903,20.94143,50,129.97573998461172
8.55352,23.82186,40,149.60893977316675
8.52955,23.96924,60,708.3614714479273
8.52894,23.97295,50,173.97123504565621
9.00676,20.93369,40,311.2490528415044
8.77984,22.38917,40,472.98436423806805
8.55072,23.81763,20,362.4834358124239
8.09692,26.54652,10,533.3518042300075
9.24151,19.35403,30,700.0642674410576
8.77652,22.38863,20,329.46604098266283
6.73393,34.04671,40,160.38741318825964
8.54689,23.73424,10,444.01254664715896
6.71106,34.02567,60,124.36701250535081
8.39404,24.57802,20,155.23261617624036
8.52397,23.76815,20,410.308753682381
8.08592,26.35505,10,662.7828242075988
9.17491,19.54106,50,324.4158344219695
9.29162,18.71875,60,671.4383109307538
8.5078,23.75863,50,517.0114841174159
8.08498,26.35299,50,267.2449588286906
8.505,23.75441,30,592.316662595631
8.49866,23.77218,50,669.0743681866946
8.86481,21.44084,30,818.9685356466556
8.49527,23.77163,10,706.5779904228228
6.73516,34.04666,30,166.93664583874983
9.00295,20.54915,60,735.6358737730452
8.86536,21.43731,40,643.1828979632573
8.49586,23.76796,30,945.7003467768817
8.49247,23.76741,30,603.6160281092741
8.49188,23.77108,10,875.5272008026213
9.71053,15.68252,30,457.75025025694555
7.08204,32.01857,30,665.2853999350278
8.67164,22.58263,30,688.7337793177671
8.54057,23.40381,50,651.6081706416256
8.53942,23.41097,60,315.77119872607625
8.53367,23.44676,60,185.62923749916854
6.71118,34.03092,40,889.2960239457216
8.44435,23.97887,10,211.9149307015092
6.70569,34.0243,10,332.2782164347747
6.70468,34.02977,60,902.5055969811157
6.6992,34.0231,10,225.33937333183133
8.16585,25.6548,60,447.3256476850086
8.50909,23.53514,20,635.8009937931251
8.50851,23.53873,20,731.0704642829769
8.16217,25.65416,60,442.7739375204194
6.53346,34.87987,20,884.1345652366758
8.50572,23.5346,30,942.8066110830949
8.50514,23.5382,50,934.1532697652425
8.50235,23.53407,10,621.8610935321653
8.42668,23.97975,20,791.0975753924619
8.02852,26.38293,60,561.7645501672422
8.62459,22.72882,30,975.5773678340012
8.62348,22.7358,30,979.9935987895548
8.45974,23.75463,20,777.8931029892017
8.42327,23.9792,50,967.8930613365668
8.61515,22.76672,30,642.8213634581147
8.59899,22.84669,40,998.5593113381827
8.48971,23.48398,50,571.3970024425628
8.48913,23.48759,10,786.9561339739678
8.48576,23.48707,50,129.23969836334527
8.79826,21.47367,30,914.2715781475738
8.79493,21.47315,10,737.2653762318008
8.60417,22.68615,50,390.0153788736975
8.46808,23.53222,10,374.70611372007176
8.4675,23.5358,20,646.8181303179482
8.3202,24.43542,60,462.5312970622872
7.97724,26.47408,60,691.0798162293542
8.6014,22.68213,30,106.59777858177101
8.79269,21.46559,60,943.9274856947142
8.79215,21.46911,20,823.2084330181603
8.60085,22.68562,10,567.3636084344719
8.46413,23.53525,30,243.2845919266875
8.59864,22.67811,60,262.9469892981939
8.59809,22.6816,30,405.5932419700643
8.48291,23.39816,20,597.3220882618085
8.59588,22.6741,50,394.11590376100116
8.59533,22.67758,10,526.2471800599831
8.45681,23.53774,10,278.7348484475119
8.45622,23.54134,30,394.45202228259853
7.75991,27.65653,40,179.48666490209342
8.59312,22.67008,30,632.33273987064
8.59256,22.67357,40,872.9152268887775
8.45344,23.5372,40,630.0758962224679
8.45285,23.54079,50,201.04854211313858
8.5898,22.66955,60,628.1551030039301
8.58924,22.67304,50,658.2384495724538
8.45006,23.53666,10,751.2928463344936
8.4486,23.53676,20,322.5874600074344
8.44803,23.54037,30,310.3810623812394
8.37955,23.94597,30,129.53040723737132
8.57899,22.67506,20,846.5924661640594
8.57567,22.67453,50,215.53049234666548
8.47189,23.30486,50,831.8974159192127
7.75921,27.65752,30,236.70358398930838
8.41779,23.62107,20,392.523391735701
10.01283,12.78385,60,858.5435367536237
8.75618,21.46357,40,817.3405741608224
8.4278,23.53712,30,122.70193821691589
8.41441,23.62052,10,925.6300908642135
8.41091,23.6423,40,803.9692512875614
8.41033,23.64592,50,193.14603549508746
8.40974,23.64957,10,328.6839441723746
8.60381,22.41117,20,395.3943149471189
8.41045,23.62359,40,681.2599852341876
8.40753,23.64174,60,630.9749087225543
8.48805,23.11782,20,830.0139002586438
8.48748,23.12136,50,266.06462510900224
8.41989,23.54329,20,786.0920502756264
8.40474,23.63757,10,357.4089621404822
8.40415,23.64119,60,602.8323369048464
8.74674,21.45848,10,264.67697608143186
8.48302,23.12788,30,789.4655841625563
8.41419,23.55725,40,997.2547800380481
8.40136,23.63701,30,256.04941474301125
8.39843,23.65521,40,361.80835829583873
8.16882,25.06852,40,287.53592479627105
8.39856,23.63282,40,114.50774835058422
8.39622,23.64734,20,607.6615523406272
8.16524,25.06792,30,931.4615683024772
8.39519,23.63226,50,962.0010429317554
9.4943,16.39218,30,268.5861924675609
8.34842,23.9219,20,741.898740133411
8.22113,24.70451,40,623.2439026152907
8.40873,23.52666,30,882.9996762411898
8.39239,23.62808,20,628.0696867626496
8.39181,23.6317,10,751.3838963539525
8.14378,25.15362,60,110.41222820315943
8.42965,23.37515,10,244.48331521402739
8.40536,23.52612,10,146.8639022829387
8.38901,23.62751,60,369.9868431882981
8.58063,22.40746,20,208.148655893446
8.42687,23.37104,10,266.58350465006515
8.26285,24.3833,40,169.36297589250097
8.57732,22.40694,20,430.52163609356114
8.37991,23.64093,40,322.0264423306822
8.57787,22.40346,20,160.59548936457955
8.3992,23.52143,20,500.2259028092467
8.19271,24.78949,50,144.54254012153174
8.37653,23.64037,10,725.9551454749803
9.56565,15.72035,40,396.84102435914224
9.56502,15.7249,60,541.865890932444
8.57621,22.3925,40,432.96332935200553
8.57455,22.40293,40,778.5497653942423
8.574,22.40641,60,552.1902987586091
8.37712,23.63674,50,522.2271455761344
8.19049,24.78094,10,507.332503489288
8.18984,24.78491,20,215.4885259413141
8.37315,23.63982,10,247.7276929072862
8.57124,22.40241,20,132.91323741286297
8.37374,23.63618,10,379.3693596734439
8.18236,24.80829,10,284.9013382937777
8.37389,23.61382,60,328.77486025949895
8.37448,23.61019,40,907.9862644352226
8.3733,23.61746,50,415.3169760947202
8.12154,25.1541,60,496.4595504162187
7.81777,26.96143,20,591.5104499933619
8.12069,25.13696,50,254.57771127311727
7.81377,26.96075,60,796.9537429830555
7.81316,26.96428,50,370.7681343722357
8.11436,25.15283,10,360.29581221000507
7.68128,27.70815,20,560.0690465085693
7.68061,27.71203,50,365.02482159400137
8.18571,24.67833,10,416.3544460267282
8.10786,25.14748,40,623.9358304001702
7.65237,27.82472,10,901.9129516063397
8.18219,24.67776,20,890.0088173036758
8.10495,25.14275,30,344.59952211558317
8.10136,25.14213,30,578.7128487056501
8.09846,25.13741,50,854.1555092694342
8.09777,25.14152,20,240.6606741486857
8.09487,25.13679,60,576.1612816501686
9.09674,18.69142,40,237.81393129417225
8.08838,25.13144,60,331.5562607005364
9.09304,18.69086,20,136.02570631001527
8.08479,25.13082,30,611.6766405285184
8.33629,23.58916,60,500.89260791350864
9.09481,18.6935,50,602.063461899143
8.42953,22.89208,60,696.5134987269636
8.27212,23.87579,50,842.7079838622169
8.07505,25.09271,60,903.2956360044662
8.26872,23.87522,10,447.1867337240928
8.41557,22.95829,30,663.4807970568909
8.07214,25.08799,10,218.49394263115653
8.07147,25.0921,20,430.5195072403897
8.26531,23.87466,50,498.82077446663897
8.09396,24.9317,20,959.0138839958432
8.42511,22.87693,30,919.1280320539047
8.09529,24.92358,30,459.2554831350953
8.09041,24.9311,10,373.9886658552499
8.33157,23.4409,20,545.9418992330184
8.06363,25.09498,60,528.3381915976586
8.06228,25.10324,60,769.047287249709
8.41398,22.90401,40,974.9669098333225
8.05936,25.0985,40,827.5661664807523
8.05869,25.10265,30,127.99389157815773
8.26324,23.84416,50,878.7392573943157
8.26266,23.84777,40,181.84886275217684
8.26208,23.85133,60,643.3418214848896
8.2615,23.85493,60,289.87689301113744
8.06004,25.09437,10,208.98635392947028
8.25867,23.8508,40,449.9517567597603
8.05578,25.0979,50,260.8603474923243
8.51856,22.22333,10,991.363273417366
8.41065,22.90347,10,922.3431009855024
8.34042,23.34268,10,910.1877933910146
8.25809,23.85441,60,571.9445521608229
8.05219,25.09729,60,858.0467872976873
8.25408,23.8576,10,442.09127518158124
8.19348,24.23181,30,230.17702047129856
8.05355,25.08904,60,165.49013923404846
8.25067,23.85706,40,490.26877993800605
8.04996,25.08842,10,677.1040377594813
8.04928,25.09254,40,297.1013105403362
8.0486,25.09667,30,290.6137124839572
8.04638,25.08781,10,801.7007384536435
8.04279,25.08721,20,816.12779858367
8.0392,25.0866,20,999.1252769856867
8.55783,21.86625,60,920.4385819501546
8.55728,21.86973,10,832.5386293958671
8.55673,21.87321,50,557.4409472394075
8.38952,22.92887,10,913.5270774441764
8.38896,22.93239,60,216.17626401342034
8.0363,25.08187,40,924.8967364826492
8.03562,25.086,10,345.9746419042824
8.5556,21.85876,60,252.31172700635273
8.03271,25.08126,10,166.4852640304954
8.55229,21.85824,50,145.7911419808371
7.58352,27.74924,40,263.90680993055076
8.6458,21.2371,40,161.49082530888398
8.22223,23.85997,20,468.6614459645227
8.21883,23.85942,50,350.60046727276574
7.9313,25.60127,20,167.68904165652194
7.92761,25.60066,20,221.01256818041452
7.81508,26.26871,40,924.5767602640395
7.73895,26.71692,50,799.431116656546
7.73808,26.72203,60,762.0079743563966
8.70856,20.71831,40,369.29140780988354
8.57115,21.60732,20,484.237519308797
8.57061,21.61082,20,297.382780366358
8.56897,21.62131,10,545.9117284320646
7.92391,25.60006,10,198.85788920007093
8.56783,21.60679,40,224.72843402797582
8.5651,21.62428,50,924.8850194250741
8.02059,24.99911,30,325.4400336928279
7.92683,25.5601,60,923.3336628720948
7.92022,25.59946,20,381.02679244466884
8.56178,21.62377,30,974.625001142594
7.92242,25.56386,60,690.0759742083465
7.91726,25.59449,40,978.6732387031029
7.91283,25.62085,50,209.24791142486004
7.91209,25.62527,50,770.6383106269561
7.91358,25.59388,30,527.9776217436487
7.91874,25.56323,60,388.97063775922584
7.91799,25.56763,10,476.79111545430254
7.91725,25.57203,50,464.0951901843707
7.91651,25.57642,10,531.4924791829785
7.91431,25.58954,60,385.55008689764395
7.90913,25.62024,20,843.746269867405
7.90839,25.62466,60,598.3787576156889
7.9158,25.55822,50,872.64018792358
7.91357,25.5714,30,427.6797690426162
7.90988,25.59328,40,995.8684559957409
7.90989,25.57078,10,531.4678712608145
8.18974,23.86617,10,431.6668469016399
7.9062,25.57018,50,637.4377629724466
8.58714,21.35097,20,694.8012298029718
7.89955,25.58711,40,110.33264112424254
7.89881,25.59149,60,776.079089548959
7.89587,25.58648,50,546.6232921855552
8.80098,19.89775,40,310.2842139635908
7.89442,25.57263,30,276.86581909253607
7.90269,25.57535,50,262.28640550090057
